IATA3,Name,City,Country,Elevation,Latitude,Longitude
DEN,Denver International Airport,Denver,United States,5431,39.86169815,-104.6729965
DES,Desroches Airport,Desroches,Seychelles,10,-5.6967,53.6558
DET,Coleman A. Young Municipal Airport,Detroit,United States,626,42.40919876,-83.00990295
DEZ,Deir ez-Zor Airport,Deire Zor,Syria,700,35.28540039,40.17599869
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,607,32.89680099,-97.03800201
DGA,Dangriga Airport,Dangriga,Belize,10,16.966667,-88.216667
DGE,Mudgee Airport,Mudgee,Australia,1545,-32.5625,149.6109924
DGL,Douglas Municipal Airport,Douglas,United States,4173,31.34259987,-109.5059967
DGO,General Guadalupe Victoria International Airport,Durango,Mexico,6104,24.12420082,-104.5279999
DGP,Daugavpils Intrenational Airport,Daugavpils,Latvia,398,55.94472122,26.66500092
DGT,Sibulan Airport,Dumaguete,Philippines,15,9.333709717,123.3000031
DHA,King Abdulaziz Air Base,Dhahran,Saudi Arabia,84,26.26539993,50.15200043
DHB,Deer Harbor Seaplane,Deer Harbor,United States,0,48.618397,-123.00596
DHI,Dhangarhi Airport,Dhangarhi,Nepal,690,28.75329971,80.58190155
DHM,Kangra Airport,Kangra,India,2525,32.1651001,76.26339722
DHN,Dothan Regional Airport,Dothan,United States,401,31.32130051,-85.44960022
DHR,De Kooy Airport,De Kooy,Netherlands,3,52.92340088,4.780620098
DHT,Dalhart Municipal Airport,Dalhart,United States,3991,36.02259827,-102.5469971
DIB,Dibrugarh Airport,Mohanbari,India,362,27.48390007,95.01689911
DIE,Arrachart Airport,Antsiranana,Madagascar,374,-12.34939957,49.29169846
DIG,Diqing Airport,Shangri-La,China,10761,27.7936,99.6772
DIJ,Dijon-Bourgogne Airport,Dijon,France,726,47.26890183,5.090000153
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,2592,46.79740143,-102.802002
DIL,Presidente Nicolau Lobato International Airport,Dili,East Timor,154,-8.54640007,125.526001
DIN,Dien Bien Phu Airport,Dienbienphu,Vietnam,1611,21.39749908,103.0080032
DIQ,Brigadeiro Cabral Airport,Divinopolis,Brazil,2608,-20.1807003,-44.8708992
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,3827,9.624699593,41.85419846
DIS,Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),1079,-4.20635,12.6599
DIU,Diu Airport,Diu,India,31,20.71310043,70.9210968
DIW,Dickwella Airport,Dickwella,Sri Lanka,100,5.966667,80.683333
DIY,Diyarbakir Airport,Diyabakir,Turkey,2251,37.89390183,40.20100021
DJB,Sultan Thaha Airport,Jambi,Indonesia,82,-1.638020039,103.6439972
DJE,Djerba Zarzis International Airport,Djerba,Tunisia,19,33.875,10.7755003
DJG,Djanet Inedbirene Airport,Djanet,Algeria,3176,24.2928009,9.452440262
DJJ,Sentani Airport,Jayapura,Indonesia,289,-2.576950073,140.5160065
DJN,Delta Junction Airport,Delta Junction,United States,1150,64.050556,-145.717222
DJO,Daloa Airport,Daloa,Cote d'Ivoire,823,6.792809963,-6.473189831
DKB,De Kalb Taylor Municipal Airport,De Kalb,United States,914,41.9338342,-88.7056864
DKI,Dunk Island Airport,Dunk Island,Australia,6,-17.94169998,146.1399994
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,United States,693,42.49330139,-79.27200317
DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,85,14.73970032,-17.49020004
DKS,Dikson Airport,Dikson,Russia,47,73.51780701,80.37966919
DKX,Knoxville Downtown Island Airport,Knoxville,United States,833,35.96390152,-83.87390137
DLA,Douala International Airport,Douala,Cameroon,33,4.006080151,9.719479561
DLC,Zhoushuizi Airport,Dalian,China,107,38.96569824,121.5390015
DLE,Dole-Tavaux Airport,Dole,France,645,47.042686,5.435061
DLF,Laughlin Air Force Base,Del Rio,United States,1082,29.35950089,-100.7779999
DLG,Dillingham Airport,Dillingham,United States,81,59.04470062,-158.5050049
DLH,Duluth International Airport,Duluth,United States,1428,46.84209824,-92.19360352
DLI,Lien Khuong Airport,Dalat,Vietnam,3156,11.75,108.3669968
DLK,Dulkaninna Airport,Dulkaninna,Australia,0,-29.01329994,138.4810028
DLL,Baraboo Wisconsin Dells Airport,Baraboo,United States,979,43.52270126,-89.77020264
DLM,Dalaman International Airport,Dalaman,Turkey,20,36.71310043,28.79249954
DLU,Dali Airport,Dali,China,7050,25.649401,100.319
DLY,Dillon's Bay Airport,Dillon's Bay,Vanuatu,630,-18.76939964,169.0010071
DLZ,Dalanzadgad Airport,Dalanzadgad,Mongolia,4787,43.59170151,104.4300003
DMA,Davis Monthan Air Force Base,Tucson,United States,2704,32.16650009,-110.8830032
DMB,Taraz Airport,Dzhambul,Kazakhstan,2184,42.85359955,71.3035965
DMD,Doomadgee Airport,Doomadgee,Australia,153,-17.94029999,138.8220062
DME,Domodedovo International Airport,Moscow,Russia,588,55.40879822,37.90629959
DMK,Don Mueang International Airport,Bangkok,Thailand,9,13.91259956,100.6070023
DMM,King Fahd International Airport,Dammam,Saudi Arabia,72,26.47120094,49.79790115
DMN,Deming Municipal Airport,Deming,United States,4314,32.26229858,-107.7210007
DMT,Diamantino Airport,Diamantino,Brazil,1476,-14.37689972,-56.40039825
DMU,Dimapur Airport,Dimapur,India,487,25.88389969,93.77110291
DNA,Kadena Air Base,Kadena,Japan,143,26.3556,127.767998
DND,Dundee Airport,Dundee,United Kingdom,17,56.45249939,-3.02583003
DNH,Dunhuang Airport,Dunhuang,China,0,40.16109848,94.80919647
DNK,Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,481,48.35720062,35.1006012
DNL,Daniel Field,Augusta,United States,423,33.46649933,-82.03939819
DNN,Dalton Municipal Airport,Dalton,United States,709,34.72290039,-84.87020111
DNP,Tulsipur Airport,Dang,Nepal,2100,28.11109924,82.29419708
DNQ,Deniliquin Airport,Deniliquin,Australia,316,-35.55939865,144.9459991
DNR,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,219,48.58769989,-2.079960108
DNV,Vermilion Regional Airport,Danville,United States,697,40.19919968,-87.59590149
DNZ,Çardak Airport,Denizli,Turkey,2795,37.78559875,29.70129967
DOD,Dodoma Airport,Dodoma,Tanzania,3673,-6.170440197,35.75260162
DOG,Dongola Airport,Dongola,Sudan,772,19.15390015,30.43009949
DOK,Donetsk International Airport,Donetsk,Ukraine,791,48.07360077,37.73970032
DOL,Deauville-Saint-Gatien Airport,Deauville,France,479,49.36529922,0.154305995
DOM,Melville Hall Airport,Dominica,Dominica,73,15.54699993,-61.29999924
DOP,Dolpa Airport,Dolpa,Nepal,8200,28.98570061,82.81909943
DOU,Dourados Airport,Dourados,Brazil,1503,-22.2019,-54.926601
DOV,Dover Air Force Base,Dover,United States,24,39.12950134,-75.46600342
DOY,Dongying Airport,Dongying,China,86,37.2716,118.2819
DPA,Dupage Airport,West Chicago,United States,759,41.90779877,-88.24859619
DPL,Dipolog Airport,Dipolog,Philippines,12,8.601983499,123.3418751
DPO,Devonport Airport,Devonport,Australia,33,-41.16970062,146.4299927
DPS,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,14,-8.748169899,115.1669998
DQA,Daqing Sartu Airport,Daqing,China,489,46.587222,125.228333
DQH,Douglas Municipal Airport,Douglas,United States,257,31.47669983,-82.86049652
DRA,Desert Rock Airport,Mercury,United States,3314,36.6194,-116.032997
DRB,Derby Airport,Derby,Australia,24,-17.37000084,123.6610031
DRG,Deering Airport,Deering,United States,21,66.06960297,-162.7660065
DRI,Beauregard Regional Airport,Deridder,United States,202,30.83169937,-93.33989716
DRJ,Drietabbetje Airport,Drietabbetje,Suriname,236,4.116666794,-54.66667175
DRK,Drake Bay Airport,Puntarenas,Costa Rica,12,8.71889019,-83.64170074
DRM,Drummond Island Airport,Drummond Island,United States,668,46.00930023,-83.74389648
DRN,Dirranbandi Airport,,Australia,567,-28.5916996,148.2169952
DRO,Durango La Plata County Airport,Durango,United States,6685,37.1515007,-107.7539978
DRS,Dresden Airport,Dresden,Germany,755,51.13280106,13.76720047
DRT,Del Rio International Airport,Del Rio,United States,1002,29.37420082,-100.927002
DRV,Dharavandhoo Airport,DHARAVANDHOO,Maldives,6,5.1561,73.1302
DRW,Darwin International Airport,Darwin,Australia,103,-12.41469955,130.8769989
DSA,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,55,53.48053781,-1.010656357
DSD,La Désirade Airport,Grande Anse,Guadeloupe,10,16.2968998,-61.08440018
DSE,Combolcha Airport,Dessie,Ethiopia,6117,11.08250046,39.71139908
DSK,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,594,31.90940094,70.89659882
DSM,Des Moines International Airport,Des Moines,United States,958,41.5340004,-93.6631012
DSN,Ordos Ejin Horo Airport,Dongsheng,China,4557,39.49,109.8613889
DSO,Sondok Airport,Hamhung,North Korea,12,39.745201,127.473999
DTA,Delta Municipal Airport,Delta,United States,4759,39.38059998,-112.5080032
DTB,Silangit Airport,Siborong-Borong,Indonesia,4700,2.25973,98.991898
DTD,Datadawai Airport,Datadawai-Borneo Island,Indonesia,508,0.8106,114.5306
DTI,Diamantina Airport,Diamantina,Brazil,4446,-18.23200035,-43.65039825
DTM,Dortmund Airport,Dortmund,Germany,425,51.5182991,7.612239838
DTS,Destin Executive Airport,Destin,United States,23,30.40010071,-86.47149658
DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,645,42.21239853,-83.35340118
DU9,Dunnville Airport,Dunnville,Canada,600,42.87220001,-79.59580231
DUB,Dublin Airport,Dublin,Ireland,242,53.42129898,-6.270070076
DUC,Halliburton Field,Duncan,United States,1114,34.47090149,-97.9598999
DUD,Dunedin Airport,Dunedin,New Zealand,4,-45.92810059,170.197998
DUE,Dundo Airport,Dundo,Angola,2451,-7.400889874,20.81850052
DUG,Bisbee Douglas International Airport,Douglas,United States,4154,31.46899986,-109.6039963
DUH,Oudtshoorn Airport,Oudtshoorn,South Africa,1063,-33.60699844,22.18899918
DUJ,DuBois Regional Airport,Du Bois,United States,1817,41.17829895,-78.8986969
DUM,Pinang Kampai Airport,Dumai,Indonesia,55,1.60919,101.433998
DUR,King Shaka International Airport,Durban,South Africa,295,-29.61444444,31.11972222
DUS,Düsseldorf International Airport,Duesseldorf,Germany,147,51.28950119,6.7667799
DUT,Unalaska Airport,Unalaska,United States,22,53.90010071,-166.5440063
DVL,Devils Lake Regional Airport,Devils Lake,United States,1456,48.11420059,-98.90879822
DVO,Francisco Bangoy International Airport,Davao,Philippines,96,7.125520229,125.6460037
DVT,Phoenix Deer Valley Airport,Phoenix ,United States,1478,33.68830109,-112.0830002
DWA,Yolo County Davis Woodland Winters Airport,Davis-Woodland-Winters,United States,100,38.57910156,-121.8570023
DWB,Soalala Airport,Soalala,Madagascar,141,-16.10169042,45.35883665
DWC,Al Maktoum International Airport,Dubai,United Arab Emirates,114,24.896356,55.161389
DWD,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,3429,24.5,44.40000153
DWH,David Wayne Hooks Memorial Airport,Houston,United States,152,30.0618,-95.55280304
DXB,Dubai International Airport,Dubai,United Arab Emirates,62,25.25279999,55.36439896
DXR,Danbury Municipal Airport,Danbury,United States,458,41.37149811,-73.48220062
DYA,Dysart Airport,,Australia,670,-22.62220001,148.3639984
DYG,Dayong Airport,Dayong,China,692,29.1028,110.443001
DYL,Doylestown Airport,Doylestown,United States,394,40.33300018,-75.12229919
DYR,Ugolny Airport,Anadyr,Russia,194,64.73490143,177.7409973
DYS,Dyess Air Force Base,Abilene,United States,1789,32.42079926,-99.854599
DYU,Dushanbe Airport,Dushanbe,Tajikistan,2575,38.54330063,68.82499695
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,23,-12.8046999,45.28110123
DZN,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,1250,47.708302,67.733299
E25,Wickenburg Municipal Airport,Wickenburg,United States,2377,33.96889877,-112.7990036
E38,Alpine Casparis Municipal Airport,Alpine,United States,4515,30.38419914,-103.6839981
E51,Bagdad Airport,Bagdad,United States,4183,34.5958528,-113.170195
E55,Ocean Ridge Airport,Gualala,United States,940,38.8016111,-123.5306389
E63,Gila Bend Municipal Airport,Gila Bend,United States,789,32.95809937,-112.6780014
E91,Chinle Municipal Airport,Chinle,United States,5547,36.1108806,-109.5754222
EAA,Eagle Airport,Eagle,United States,908,64.77639771,-141.151001
EAE,Siwo Airport,Sangafa,Vanuatu,7,-17.09029961,168.3430023
EAL,Elenak Airport,Elenak,Marshall Islands,10,9.083333,167.333333
EAM,Nejran Airport,Nejran,Saudi Arabia,3982,17.6114006,44.4192009
EAP,EuroAirport,Mulhouse,France,885,47.589583,7.529914
EAR,Kearney Municipal Airport,Kearney,United States,2131,40.727,-99.0068
EAS,San Sebastian Airport,San Sebastian,Spain,16,43.35649872,-1.790609956
EAT,Pangborn Memorial Airport,Wenatchee,United States,1249,47.39889908,-120.2070007
EAU,Chippewa Valley Regional Airport,Eau Claire,United States,913,44.86579895,-91.48429871
EBA,Marina Di Campo Airport,Marina Di Campo,Italy,31,42.7603,10.2394
EBB,Entebbe International Airport,Entebbe,Uganda,3782,0.042385999,32.44350052
EBD,El Obeid Airport,El Obeid,Sudan,1927,13.15320015,30.23270035
EBE,Engels heliport,Ebenhofen,Germany,33,51.21166611,4.580832958
EBG,El Bagre Airport,El Bagre,Colombia,180,7.59647,-74.8089
EBJ,Esbjerg Airport,Esbjerg,Denmark,97,55.52590179,8.55340004
EBL,Erbil International Airport,Erbil,Iraq,1341,36.23759842,43.96319962
EBM,El Borma Airport,El Borma,Tunisia,827,31.70429993,9.254619598
EBU,Saint-Étienne-Bouthéon Airport,St-Etienne,France,1325,45.54059982,4.296390057
ECA,Iosco County Airport,East Tawas,United States,606,44.312801,-83.422302
ECH,Echuca Airport,,Australia,323,-36.15719986,144.7619934
ECN,Ercan International Airport,Nicosia,Cyprus,404,35.15470123,33.49610138
ECP,Northwest Florida Beaches International Airport,Panama City,United States,69,30.357106,-85.795414
ECV,Cuatro Vientos Airport,Madrid,Spain,2269,40.37070084,-3.785140038
EDF,Elmendorf Air Force Base,Anchorage,United States,212,61.25099945,-149.8070068
EDI,Edinburgh Airport,Edinburgh,United Kingdom,135,55.95000076,-3.372499943
EDL,Eldoret International Airport,Eldoret,Kenya,6941,0.404457986,35.23889923
EDM,La Roche-sur-Yon Airport,La Roche-sur-yon,France,299,46.70190048,-1.378630042
EDN,Enterprise Municipal Airport,Enterprise,United States,361,31.29969978,-85.89990234
EDO,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,50,39.55459976,27.01379967
EDR,Pormpuraaw Airport,Pormpuraaw,Australia,10,-14.896451,141.60908
EDW,Edwards Air Force Base,Edwards Afb,United States,2312,34.905399,-117.884003
EED,Needles Airport,Needles,United States,983,34.7663002,-114.6230011
EEK,Eek Airport,Eek,United States,12,60.21367264,-162.0438843
EEN,Dillant Hopkins Airport,Keene,United States,488,42.89839935,-72.27079773
EET,Shelby County Airport,Alabaster,United States,586,33.17699814,-86.78279877
EFD,Ellington Airport,Houston,United States,32,29.6072998,-95.15879822
EFL,Kefallinia Airport,Keffallinia,Greece,59,38.12009811,20.50049973
EGA,Eagle County Airport,Eagle,United States,6548,39.6427611,-106.9159347
EGC,Bergerac-Roumanière Airport,Bergerac,France,171,44.82529831,0.518611014
EGE,Eagle County Regional Airport,Vail,United States,6548,39.64260101,-106.9179993
EGI,Duke Field,Crestview,United States,191,30.65040016,-86.52290344
EGM,Sege Airport,Sege,Solomon Islands,0,-8.578889847,157.8760071
EGN,Geneina Airport,Geneina,Sudan,2650,13.48169994,22.46719933
EGO,Belgorod International Airport,Belgorod,Russia,735,50.64379883,36.59009933
EGR,El Gora Airport,El Gorah,Egypt,324,31.068559,34.129629
EGS,Egilsstaðir Airport,Egilsstadir,Iceland,76,65.28330231,-14.40139961
EGT,Wellington Municipal Airport,Wellington,United States,1277,37.32360077,-97.38829803
EGV,Eagle River Union Airport,Eagle River,United States,1642,45.93230057,-89.26830292
EGX,Egegik Airport,Egegik,United States,92,58.1855011,-157.375
EHA,Elkhart Morton County Airport,Elkhart,United States,3622,37.000702,-101.879997
EHL,El Bolson Airport,El Bolson,Argentina,1141,-41.94319916,-71.53230286
EHM,Cape Newenham LRRS Airport,Cape Newenham,United States,541,58.64640045,-162.0630035
EIE,Yeniseysk Airport,Yeniseysk,Russia,253,58.4742012,92.11250305
EIL,Eielson Air Force Base,Fairbanks,United States,547,64.66570282,-147.102005
EIN,Eindhoven Airport,Eindhoven,Netherlands,74,51.45009995,5.374529839
EIS,Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,15,18.44479942,-64.54299927
EJA,Yariguíes Airport,Barrancabermeja,Colombia,412,7.02433,-73.8068
EJH,Al Wajh Domestic Airport,Wejh,Saudi Arabia,66,26.19860077,36.47639847
EJT,Enejit Airport,Enejit,Marshall Islands,10,6.040278,171.984444
EKA,Murray Field,Eureka,United States,7,40.80339813,-124.112999
EKI,Elkhart Municipal Airport,Elkhart,United States,778,41.7193985,-86.00319672
EKN,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,1987,38.88940048,-79.85710144
EKO,Elko Regional Airport,Elko,United States,5140,40.82490158,-115.7919998
EKY,Bessemer Airport,Bessemer,United States,700,33.31290054,-86.92590332
ELC,Elcho Island Airport,Elcho Island,Australia,101,-12.01939964,135.5709991
ELD,South Arkansas Regional At Goodwin Field,El Dorado,United States,277,33.22100067,-92.81330109
ELE,EL Real Airport,El Real,Panama,57,8.133,-77.7
ELF,El Fasher Airport,El Fasher,Sudan,2393,13.61489964,25.32460022
ELG,El Golea Airport,El Golea,Algeria,1306,30.57130051,2.859590054
ELH,North Eleuthera Airport,North Eleuthera,Bahamas,13,25.47489929,-76.6835022
ELI,Elim Airport,Elim,United States,162,64.61470032,-162.2720032
ELM,Elmira Corning Regional Airport,Elmira,United States,954,42.15990067,-76.89160156
ELP,El Paso International Airport,El Paso,United States,3959,31.80719948,-106.3779984
ELQ,Gassim Airport,Gassim,Saudi Arabia,2126,26.30279922,43.7743988
ELS,Ben Schoeman Airport,East London,South Africa,435,-33.03559875,27.82589912
ELT,El Tor Airport,El-tor,Egypt,115,28.20899963,33.64550018
ELU,Guemar Airport,Guemar,Algeria,203,33.51139832,6.776790142
ELV,Elfin Cove Seaplane Base,Elfin Cove,United States,0,58.19520187,-136.3470001
ELY,Ely Airport Yelland Field,Ely,United States,6259,39.29970169,-114.8420029
EMA,East Midlands Airport,East Midlands,United Kingdom,306,52.83110046,-1.328060031
EMD,Emerald Airport,Emerald,Australia,624,-23.56749916,148.1790009
EME,Emden Airport,Emden,Germany,3,53.39110947,7.227499962
EMK,Emmonak Airport,Emmonak,United States,13,62.78609848,-164.4909973
EML,Emmen Air Base,Emmen,Switzerland,1400,47.092444,8.305184
EMN,Néma Airport,Nema,Mauritania,751,16.62199974,-7.316599846
EMP,Emporia Municipal Airport,Kempten,Germany,1208,38.33209991,-96.19120026
EMT,El Monte Airport,El Monte,United States,296,34.08610153,-118.0350037
EMV,Emporia Greensville Regional Airport,Emporia,United States,127,36.68690109,-77.48280334
ENA,Kenai Municipal Airport,Kenai,United States,99,60.57310104,-151.2449951
ENC,Nancy-Essey Airport,Nancy,France,751,48.69210052,6.230460167
END,Vance Air Force Base,Enid,United States,1307,36.33919907,-97.91649628
ENE,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,49,-8.849289894,121.6610031
ENF,Enontekio Airport,Enontekio,Finland,1005,68.36260223,23.42429924
ENH,Enshi Airport,Enshi,China,1605,30.32029915,109.4850006
ENI,El Nido Airport,El Nido,Philippines,0,11.202,119.417
ENK,St Angelo Airport,Enniskillen,United Kingdom,155,54.39889908,-7.651669979
ENN,Nenana Municipal Airport,Nenana,United States,362,64.54730225,-149.0740051
ENS,Twente Airfield,Enschede,Netherlands,114,52.2758333,6.8891667
ENT,Eniwetok Airport,Eniwetok Atoll,Marshall Islands,13,11.34070015,162.3280029
ENU,Akanu Ibiam International Airport,Enugu,Nigeria,466,6.474269867,7.56196022
ENV,Wendover Airport,Wendover,United States,4237,40.71870041,-114.0309982
ENW,Kenosha Regional Airport,Kenosha,United States,742,42.59569931,-87.92780304
ENY,Yan'an Ershilipu Airport,Yan'an,China,3100,36.636902,109.554001
EOH,Enrique Olaya Herrera Airport,Medellin,Colombia,4949,6.220549,-75.590582
EOI,Eday Airport,Eday,United Kingdom,10,59.19060135,-2.772219896
EOK,Keokuk Municipal Airport,Keokuk,United States,671,40.4598999,-91.42849731
EPL,Épinal-Mirecourt Airport,Epinal,France,1084,48.32500076,6.069980145
EPM,Eastport Municipal Airport,Eastport,United States,45,44.91009903,-67.01270294
EPR,Esperance Airport,Esperance,Australia,470,-33.684399,121.822998
EPS,Arroyo Barril Airport,Samana,Dominican Republic,57,19.19860077,-69.42980194
EPU,Pärnu Airport,Parnu,Estonia,47,58.41899872,24.4727993
EQS,Brigadier Antonio Parodi Airport,Esquel,Argentina,2621,-42.90800095,-71.13950348
EQY,Monroe Reqional Airport,Charlotte,United States,679,35.01833,-80.62001
ERC,Erzincan Airport,Erzincan,Turkey,3783,39.71020126,39.52700043
ERD,Berdyansk Airport,Berdyansk,Ukraine,171,46.81499863,36.7580986
ERF,Erfurt Airport,Erfurt,Germany,1036,50.97980118,10.95810032
ERG,Yerbogachen Airport,Yerbogachen,Russia,400,61.27500153,108.0299988
ERH,Moulay Ali Cherif Airport,Er-rachidia,Morocco,3428,31.94750023,-4.398330212
ERI,Erie International Tom Ridge Field,Erie,United States,732,42.08312701,-80.17386675
ERL,Erenhot Saiwusu International Airport,Erenhot,China,3301,43.4225,112.096667
ERM,Erechim Airport,Erechim,Brazil,2498,-27.66189957,-52.2682991
ERN,Eirunepé Airport,Eirunepe,Brazil,412,-6.639530182,-69.87979889
ERS,Eros Airport,Windhoek,Namibia,5575,-22.61219978,17.08040047
ERV,Kerrville Municipal Louis Schreiner Field,Kerrville,United States,1617,29.97669983,-99.08570099
ERY,Luce County Airport,Newberry,United States,869,46.31119919,-85.45729828
ERZ,Erzurum International Airport,Erzurum,Turkey,5763,39.95650101,41.17020035
ESB,Esenboğa International Airport,Ankara,Turkey,3125,40.12810135,32.99509811
ESC,Delta County Airport,Escanaba,United States,609,45.72269821,-87.09369659
ESD,Orcas Island Airport,Eastsound,United States,31,48.70819855,-122.9100037
ESE,Ensenada Airport,Ensenada,Mexico,66,31.79529953,-116.6029968
ESF,Esler Regional Airport,Alexandria,United States,112,31.39489937,-92.29579926
ESH,Shoreham Airport,Shoreham By Sea,United Kingdom,7,50.83560181,-0.297221988
ESK,Eskişehir Air Base,Eskisehir,Turkey,2581,39.78409958,30.58209991
ESL,Elista Airport,Elista,Russia,501,46.37390137,44.33089828
ESM,General Rivadeneira Airport,Esmeraldas,Ecuador,32,0.978519022,-79.62660217
ESN,Easton Newnam Field,Easton,United States,72,38.80419922,-76.06900024
ESR,Ricardo García Posada Airport,El Salvador,Chile,5240,-26.31110001,-69.76519775
ESS,Essen Mulheim Airport,Essen,Germany,424,51.40230179,6.937329769
ESU,Mogador Airport,Essadouira,Morocco,384,31.39749908,-9.681670189
ESX,Skå-Edeby Airport,Essen,Germany,0,59.3451004,17.7404995
ETH,Eilat Airport,Elat,Israel,42,29.56130028,34.96009827
ETR,Santa Rosa International Airport,Santa Rosa,Ecuador,20,-3.441986,-79.996957
ETZ,Metz-Nancy-Lorraine Airport,Metz,France,870,48.98210144,6.251319885
EUA,Kaufana Airport,Eua Island,Tonga,325,-21.37829971,-174.9579926
EUF,Weedon Field,Eufala,United States,285,31.95129967,-85.12889862
EUG,Mahlon Sweet Field,Eugene,United States,374,44.12459946,-123.211998
EUM,Neumünster Airport,Neumuenster,Germany,72,54.07944489,9.941389084
EUN,Hassan I Airport,El Aaiún,Western Sahara,207,27.151699,-13.2192
EUX,F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,129,17.49650002,-62.97940063
EVE,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,84,68.49130249,16.67810059
EVG,Sveg Airport,Sveg,Sweden,1178,62.04779816,14.4229002
EVN,Zvartnots International Airport,Yerevan,Armenia,2838,40.14730072,44.39590073
EVV,Evansville Regional Airport,Evansville,United States,418,38.03699875,-87.53240204
EVW,Evanston-Uinta County Airport-Burns Field,Evanston,United States,7143,41.27479935,-111.0350037
EWB,New Bedford Regional Airport,New Bedford,United States,80,41.67610168,-70.95690155
EWD,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,2062,20.50429916,45.19960022
EWK,Newton City-County Airport,Newton,United States,1533,38.05820084,-97.27449799
EWN,Coastal Carolina Regional Airport,New Bern,United States,18,35.07300186,-77.04290009
EWR,Newark Liberty International Airport,Newark,United States,18,40.69250107,-74.16870117
EXI,Excursion Inlet Seaplane Base,Excursion Inlet,United States,0,58.420556,-135.449167
EXM,Exmouth Airport,Exmouth,Australia,50,-21.933,114.128
EXT,Exeter International Airport,Exeter,United Kingdom,102,50.7344017,-3.413889885
EYK,Beloyarskiy Airport,Beloyarsky,Russia,82,63.68690109,66.69860077
EYP,El Yopal Airport,Yopal,Colombia,1028,5.31911,-72.384
EYW,Key West International Airport,Key West,United States,3,24.55610085,-81.75959778
EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,67,-34.8222,-58.5358
EZS,Elazığ Airport,Elazig,Turkey,2927,38.60689926,39.29140091
F45,North Palm Beach County General Aviation Airport,Palm Beach Gardens,United States,22,26.5076,-80.1334
F57,Seaplane Base,Winterhaven,United States,140,28.0575,-81.7628056
F70,French Valley Airport,Murrieta,United States,1349,33.5741791,-117.1284732
FAA,Faranah Airport,Faranah,Guinea,1476,10.03549957,-10.76980019
FAB,Farnborough Airport,Farnborough,United Kingdom,238,51.2757988,-0.776332974
FAE,Vagar Airport,Vagar,Faroe Islands,280,62.06359863,-7.277219772
FAF,Felker Army Air Field,Fort Eustis,United States,12,37.13249969,-76.6088028
FAH,Farah Airport,Farah,Afghanistan,3083,32.36700058,62.18299866
FAI,Fairbanks International Airport,Fairbanks,United States,439,64.81510162,-147.8560028
FAJ,Diego Jimenez Torres Airport,Fajardo,Puerto Rico,64,18.30890083,-65.66190338
FAN,Lista Airport,Farsund,Norway,29,58.09949875,6.626049995
FAO,Faro Airport,Faro,Portugal,24,37.01440048,-7.965909958
FAR,Hector International Airport,Fargo,United States,902,46.92070007,-96.81580353
FAT,Fresno Yosemite International Airport,Fresno,United States,336,36.77619934,-119.7180023
FAV,Fakarava Airport,Fakarava,French Polynesia,13,-16.05410004,-145.6569977
FAY,Fayetteville Regional Grannis Field,Fayetteville,United States,189,34.99119949,-78.88030243
FBA,Fonte Boa Airport,Fonte Boa,Brazil,207,-2.53260994,-66.08319855
FBD,Fayzabad Airport,Faizabad,Afghanistan,3872,37.121101,70.518097
FBE,Francisco Beltrão Airport,Francisco Beltrao,Brazil,2100,-26.05920029,-53.06349945
FBG,Simmons Army Air Field,Fredericksburg,United States,244,35.13180161,-78.93669891
FBK,Ladd AAF Airfield,Fort Wainwright,United States,454,64.83750153,-147.6139984
FBM,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),4295,-11.59130001,27.53089905
FBR,Fort Bridger Airport,Fort Bridger,United States,7034,41.39189911,-110.4069977
FBS,Friday Harbor Seaplane Base,Friday Harbor,United States,0,48.537222,-123.009722
FBU,"Oslo, Fornebu Airport",Oslo,Norway,0,59.89580154,10.6171999
FCA,Glacier Park International Airport,Kalispell,United States,2977,48.3105011,-114.2559967
FCI,Chesterfield County Airport,Richmond,United States,236,37.40650177,-77.52500153
